country,year,R,isolates,source,AMR,IncomeGroup
51,2009,0,287,EARS-Net,CREC,Low-income
51,2009,0.078498294,293,EARS-Net,3GCREC,Low-income
51,2009,0,64,EARS-Net,CRKP,Low-income
51,2009,0.567164179,67,EARS-Net,3GCRKP,Low-income
51,2010,0,238,EARS-Net,CREC,Low-income
51,2010,0.087087087,333,EARS-Net,3GCREC,Low-income
51,2010,0,43,EARS-Net,CRKP,Low-income
51,2010,0.50617284,81,EARS-Net,3GCRKP,Low-income
51,2010,0.266666667,30,EARS-Net,CRPA,Low-income
51,2011,0.07012987,385,EARS-Net,3GCREC,Low-income
51,2011,0.605839416,137,EARS-Net,3GCRKP,Low-income
51,2011,0.2,30,EARS-Net,CRPA,Low-income
51,2012,0,450,EARS-Net,CREC,High-income
51,2012,0.047619048,462,EARS-Net,3GCREC,High-income
51,2012,0,185,EARS-Net,CRKP,High-income
51,2012,0.639784946,186,EARS-Net,3GCRKP,High-income
51,2013,0,433,EARS-Net,CREC,High-income
51,2013,0.076036866,434,EARS-Net,3GCREC,High-income
51,2013,0,144,EARS-Net,CRKP,High-income
51,2013,0.44137931,145,EARS-Net,3GCRKP,High-income
51,2013,0.189189189,37,EARS-Net,CRPA,High-income
51,2014,0.696969697,66,EARS-Net,CRAB,High-income
51,2014,0,593,EARS-Net,CREC,High-income
51,2014,0.080808081,594,EARS-Net,3GCREC,High-income
51,2014,0.012987013,154,EARS-Net,CRKP,High-income
51,2014,0.525974026,154,EARS-Net,3GCRKP,High-income
51,2014,0.290322581,31,EARS-Net,CRPA,High-income
51,2015,0.808219178,73,EARS-Net,CRAB,High-income
51,2015,0,579,EARS-Net,CREC,High-income
51,2015,0.160068847,581,EARS-Net,3GCREC,High-income
51,2015,0,177,EARS-Net,CRKP,High-income
51,2015,0.516853933,178,EARS-Net,3GCRKP,High-income
51,2015,0.268292683,41,EARS-Net,CRPA,High-income
51,2016,0.816091954,87,EARS-Net,CRAB,High-income
51,2016,0,793,EARS-Net,CREC,High-income
51,2016,0.147169811,795,EARS-Net,3GCREC,High-income
51,2016,0,325,EARS-Net,CRKP,High-income
51,2016,0.567484663,326,EARS-Net,3GCRKP,High-income
51,2016,0.162162162,74,EARS-Net,CRPA,High-income
51,2017,0.885057471,87,EARS-Net,CRAB,High-income
51,2017,0,849,EARS-Net,CREC,High-income
51,2017,0.167840376,852,EARS-Net,3GCREC,High-income
51,2017,0.006153846,325,EARS-Net,CRKP,High-income
51,2017,0.63190184,326,EARS-Net,3GCRKP,High-income
51,2017,0.247191011,89,EARS-Net,CRPA,High-income
51,2018,0.897727273,88,EARS-Net,CRAB,High-income
51,2018,0,1100,EARS-Net,CREC,High-income
51,2018,0.153291253,1109,EARS-Net,3GCREC,High-income
51,2018,0.002695418,371,EARS-Net,CRKP,High-income
51,2018,0.557951482,371,EARS-Net,3GCRKP,High-income
51,2018,0.217821782,101,EARS-Net,CRPA,High-income
51,2019,0.851851852,108,EARS-Net,CRAB,High-income
51,2019,0.001782531,1122,EARS-Net,CREC,High-income
51,2019,0.13869258,1132,EARS-Net,3GCREC,High-income
51,2019,0.034246575,438,EARS-Net,CRKP,High-income
51,2019,0.55,440,EARS-Net,3GCRKP,High-income
51,2019,0.163461538,104,EARS-Net,CRPA,High-income
51,2020,0.910828025,157,EARS-Net,CRAB,High-income
51,2020,0,1142,EARS-Net,CREC,High-income
51,2020,0.159369527,1142,EARS-Net,3GCREC,High-income
51,2020,0.02905569,413,EARS-Net,CRKP,High-income
51,2020,0.426150121,413,EARS-Net,3GCRKP,High-income
51,2020,0.256198347,121,EARS-Net,CRPA,High-income
51,2021,0.961111111,360,EARS-Net,CRAB,High-income
51,2021,0.002610966,1149,EARS-Net,CREC,High-income
51,2021,0.136166522,1153,EARS-Net,3GCREC,High-income
51,2021,0.009784736,511,EARS-Net,CRKP,High-income
51,2021,0.4296875,512,EARS-Net,3GCRKP,High-income
51,2021,0.254658385,161,EARS-Net,CRPA,High-income
51,2022,0.886524823,141,EARS-Net,CRAB,High-income
51,2022,0.002291826,1309,EARS-Net,CREC,High-income
51,2022,0.154316272,1309,EARS-Net,3GCREC,High-income
51,2022,0.005802708,517,EARS-Net,CRKP,High-income
51,2022,0.398452611,517,EARS-Net,3GCRKP,High-income
51,2022,0.24260355,169,EARS-Net,CRPA,High-income
52,2001,0,172,EARS-Net,CREC,High-income
52,2001,0.005347594,187,EARS-Net,3GCREC,High-income
52,2002,0,133,EARS-Net,CREC,High-income
52,2002,0.005208333,192,EARS-Net,3GCREC,High-income
52,2003,0,164,EARS-Net,CREC,High-income
52,2003,0.008810573,227,EARS-Net,3GCREC,High-income
52,2004,0,171,EARS-Net,CREC,High-income
52,2004,0.00462963,216,EARS-Net,3GCREC,High-income
52,2005,0,166,EARS-Net,CREC,High-income
52,2005,0.031914894,188,EARS-Net,3GCREC,High-income
52,2006,0.017964072,167,EARS-Net,3GCREC,High-income
52,2007,0,56,EARS-Net,CREC,High-income
52,2007,0.040441176,272,EARS-Net,3GCREC,High-income
52,2007,0.019607843,51,EARS-Net,3GCRKP,High-income
52,2008,0.062913907,302,EARS-Net,3GCREC,High-income
52,2008,0.192307692,52,EARS-Net,3GCRKP,High-income
52,2009,0,286,EARS-Net,CREC,High-income
52,2009,0.083056478,301,EARS-Net,3GCREC,High-income
52,2009,0.151515152,33,EARS-Net,CRPA,High-income
52,2010,0,340,EARS-Net,CREC,High-income
52,2010,0.093220339,354,EARS-Net,3GCREC,High-income
52,2010,0,57,EARS-Net,CRKP,High-income
52,2010,0.050847458,59,EARS-Net,3GCRKP,High-income
52,2010,0.09375,32,EARS-Net,CRPA,High-income
52,2011,0,351,EARS-Net,CREC,High-income
52,2011,0.082152975,353,EARS-Net,3GCREC,High-income
52,2011,0,48,EARS-Net,CRKP,High-income
52,2011,0.354166667,48,EARS-Net,3GCRKP,High-income
52,2011,0.15625,32,EARS-Net,CRPA,High-income
52,2012,0,333,EARS-Net,CREC,High-income
52,2012,0.113772455,334,EARS-Net,3GCREC,High-income
52,2012,0,48,EARS-Net,CRKP,High-income
52,2012,0.34,50,EARS-Net,3GCRKP,High-income
52,2012,0.064516129,31,EARS-Net,CRPA,High-income
52,2013,0,295,EARS-Net,CREC,High-income
52,2013,0.106312292,301,EARS-Net,3GCREC,High-income
52,2013,0.018867925,53,EARS-Net,CRKP,High-income
52,2013,0.339622642,53,EARS-Net,3GCRKP,High-income
52,2013,0.176470588,34,EARS-Net,CRPA,High-income
52,2014,0.002717391,368,EARS-Net,CREC,High-income
52,2014,0.119565217,368,EARS-Net,3GCREC,High-income
52,2014,0.015151515,66,EARS-Net,CRKP,High-income
52,2014,0.348484848,66,EARS-Net,3GCRKP,High-income
52,2014,0.047619048,42,EARS-Net,CRPA,High-income
52,2015,0,347,EARS-Net,CREC,High-income
52,2015,0.126801153,347,EARS-Net,3GCREC,High-income
52,2015,0,60,EARS-Net,CRKP,High-income
52,2015,0.283333333,60,EARS-Net,3GCRKP,High-income
52,2016,0,418,EARS-Net,CREC,High-income
52,2016,0.136363636,418,EARS-Net,3GCREC,High-income
52,2016,0,78,EARS-Net,CRKP,High-income
52,2016,0.358974359,78,EARS-Net,3GCRKP,High-income
52,2016,0.064516129,31,EARS-Net,CRPA,High-income
52,2017,0,433,EARS-Net,CREC,High-income
52,2017,0.096997691,433,EARS-Net,3GCREC,High-income
52,2017,0,99,EARS-Net,CRKP,High-income
52,2017,0.272727273,99,EARS-Net,3GCRKP,High-income
52,2017,0.107142857,56,EARS-Net,CRPA,High-income
52,2018,0,424,EARS-Net,CREC,High-income
52,2018,0.125,424,EARS-Net,3GCREC,High-income
52,2018,0,85,EARS-Net,CRKP,High-income
52,2018,0.294117647,85,EARS-Net,3GCRKP,High-income
52,2018,0.111111111,54,EARS-Net,CRPA,High-income
52,2019,0.006097561,492,EARS-Net,CREC,High-income
52,2019,0.12601626,492,EARS-Net,3GCREC,High-income
52,2019,0.009708738,103,EARS-Net,CRKP,High-income
52,2019,0.252427184,103,EARS-Net,3GCRKP,High-income
52,2019,0.096774194,31,EARS-Net,CRPA,High-income
52,2020,0,428,EARS-Net,CREC,High-income
52,2020,0.114485981,428,EARS-Net,3GCREC,High-income
52,2020,0.011494253,87,EARS-Net,CRKP,High-income
52,2020,0.264367816,87,EARS-Net,3GCRKP,High-income
52,2020,0.085106383,47,EARS-Net,CRPA,High-income
52,2021,0,354,EARS-Net,CREC,High-income
52,2021,0.11299435,354,EARS-Net,3GCREC,High-income
52,2021,0.00990099,101,EARS-Net,CRKP,High-income
52,2021,0.257425743,101,EARS-Net,3GCRKP,High-income
52,2021,0.081081081,37,EARS-Net,CRPA,High-income
52,2022,0,469,EARS-Net,CREC,High-income
52,2022,0.104477612,469,EARS-Net,3GCREC,High-income
52,2022,0.017094017,117,EARS-Net,CRKP,High-income
52,2022,0.188034188,117,EARS-Net,3GCRKP,High-income
52,2022,0.066666667,45,EARS-Net,CRPA,High-income
53,2013,0,48,CAESAR,CREC,Low-income
53,2013,0.59,49,CAESAR,3GCREC,Low-income
53,2013,0,35,CAESAR,CRKP,Low-income
53,2013,0.89,35,CAESAR,3GCRKP,Low-income
53,2014,0,56,CAESAR,CREC,Low-income
53,2014,0.73,56,CAESAR,3GCREC,Low-income
53,2014,0,38,CAESAR,CRKP,Low-income
53,2014,0.82,38,CAESAR,3GCRKP,Low-income
53,2015,0.84,31,CAESAR,CRAB,Low-income
53,2015,0,56,CAESAR,CREC,Low-income
53,2015,0.66,56,CAESAR,3GCREC,Low-income
53,2016,0.81,36,CAESAR,CRAB,Low-income
53,2016,0,64,CAESAR,CREC,Low-income
53,2016,0.73,40,CAESAR,3GCREC,Low-income
53,2018,0.04,54,CAESAR,CREC,Low-income
53,2018,0.79,53,CAESAR,3GCREC,Low-income
53,2018,0.28,39,CAESAR,CRKP,Low-income
53,2018,0.95,37,CAESAR,3GCRKP,Low-income
53,2019,0.89,37,GLASS,CRAB,Low-income
53,2019,0.01,82,GLASS,CREC,Low-income
53,2019,0.66,71,GLASS,3GCREC,Low-income
53,2019,0.11,55,GLASS,CRKP,Low-income
53,2019,0.94,54,GLASS,3GCRKP,Low-income
53,2020,0.97,39,GLASS,CRAB,Low-income
53,2020,0.02,48,GLASS,CREC,Low-income
53,2020,0.72,47,GLASS,3GCREC,Low-income
53,2020,0.05,117,GLASS,CRKP,Low-income
53,2020,0.99,118,GLASS,3GCRKP,Low-income
54,2018,0,36,GLASS,CRKP,Lower-middle-income
54,2018,0.79,53,GLASS,3GCRKP,Lower-middle-income
54,2019,0.03,37,GLASS,CREC,Lower-middle-income
54,2019,0.41,37,GLASS,3GCREC,Lower-middle-income
54,2019,0,55,GLASS,CRKP,Lower-middle-income
54,2019,0.64,55,GLASS,3GCRKP,Lower-middle-income
55,2003,0,42,Others,3GCREC,Lower-middle-income
55,2004,0.01,142,Others,3GCREC,Lower-middle-income
55,2004,0.07,54,Others,3GCRKP,Lower-middle-income
55,2005,0.01,190,Others,3GCREC,Lower-middle-income
55,2005,0.14,50,Others,3GCRKP,Lower-middle-income
55,2006,0.05,189,Others,3GCREC,Lower-middle-income
55,2006,0.09,53,Others,3GCRKP,Lower-middle-income
55,2007,0.04,132,Others,3GCREC,Lower-middle-income
55,2007,0.43,54,Others,3GCRKP,Lower-middle-income
55,2008,0.06,88,Others,3GCREC,Lower-middle-income
55,2008,0.55,51,Others,3GCRKP,Lower-middle-income
55,2009,0.11,73,Others,3GCREC,Lower-middle-income
55,2009,0.7,30,Others,3GCRKP,Lower-middle-income
55,2010,0.24,91,Others,3GCREC,Lower-middle-income
55,2010,0.79,39,Others,3GCRKP,Lower-middle-income
55,2011,0.2,109,Others,3GCREC,Lower-middle-income
55,2011,0.69,48,Others,3GCRKP,Lower-middle-income
55,2012,0.07,87,Others,3GCREC,Lower-middle-income
55,2012,0.79,39,Others,3GCRKP,Lower-middle-income
55,2013,0.28,103,Others,3GCREC,Lower-middle-income
55,2013,0.62,55,Others,3GCRKP,Lower-middle-income
55,2014,0.19,107,Others,3GCREC,Lower-middle-income
55,2014,0.8,51,Others,3GCRKP,Lower-middle-income
55,2015,0.68,126,GLASS,3GCRKP,Lower-middle-income
55,2016,0.53,72,GLASS,CRAB,Lower-middle-income
55,2016,0.04,405,GLASS,CREC,Lower-middle-income
55,2016,0.78,405,GLASS,3GCREC,Lower-middle-income
55,2016,0.17,126,GLASS,CRKP,Lower-middle-income
55,2017,0.49,178,GLASS,CRAB,Lower-middle-income
55,2017,0.01,1125,GLASS,CREC,Lower-middle-income
55,2017,0.72,1125,GLASS,3GCREC,Lower-middle-income
55,2017,0.04,481,GLASS,CRKP,Lower-middle-income
55,2017,0.82,481,GLASS,3GCRKP,Lower-middle-income
55,2020,0.77,359,GLASS,CRAB,Lower-middle-income
55,2020,0.41,356,GLASS,CREC,Lower-middle-income
55,2020,0.56,256,GLASS,3GCREC,Lower-middle-income
55,2020,0.66,211,GLASS,CRKP,Lower-middle-income
55,2020,0.78,211,GLASS,3GCRKP,Lower-middle-income
56,2013,0.55,1361,Others,CRAB,Low-income
56,2013,0,4729,Others,CREC,Low-income
56,2013,0.22,4398,Others,3GCREC,Low-income
56,2013,0.02,3772,Others,CRKP,Low-income
56,2013,0.3,3814,Others,3GCRKP,Low-income
56,2014,0.52,1637,Others,CRAB,Low-income
56,2014,0,5698,Others,CREC,Low-income
56,2014,0.23,5301,Others,3GCREC,Low-income
56,2014,0.03,4412,Others,CRKP,Low-income
56,2014,0.31,4430,Others,3GCRKP,Low-income
56,2015,0.55,1941,Others,CRAB,Low-income
56,2015,0.01,5986,Others,CREC,Low-income
56,2015,0.26,5667,Others,3GCREC,Low-income
56,2015,0.04,5202,Others,CRKP,Low-income
56,2015,0.33,5333,Others,3GCRKP,Low-income
56,2017,0.49,2144,GLASS,CRAB,Low-income
56,2017,0.01,5886,GLASS,CREC,Low-income
56,2017,0.28,5939,GLASS,3GCREC,Low-income
56,2017,0.05,5558,GLASS,CRKP,Low-income
56,2017,0.36,5748,GLASS,3GCRKP,Low-income
56,2018,0.5,2089,GLASS,CRAB,Low-income
56,2018,0.01,5931,GLASS,CREC,Low-income
56,2018,0.29,5736,GLASS,3GCREC,Low-income
56,2018,0.04,5372,GLASS,CRKP,Low-income
56,2018,0.36,5525,GLASS,3GCRKP,Low-income
56,2019,0.47,1752,GLASS,CRAB,Low-income
56,2019,0.01,6332,GLASS,CREC,Low-income
56,2019,0.28,6293,GLASS,3GCREC,Low-income
56,2019,0.05,5132,GLASS,CRKP,Low-income
56,2019,0.34,5093,GLASS,3GCRKP,Low-income
56,2020,0.51,1641,GLASS,CRAB,Low-income
56,2020,0.01,4919,GLASS,CREC,Low-income
56,2020,0.26,4766,GLASS,3GCREC,Low-income
56,2020,0.04,4435,GLASS,CRKP,Low-income
56,2020,0.31,4481,GLASS,3GCRKP,Low-income
57,2018,0.32,78,GLASS,3GCREC,Lower-middle-income
57,2018,0.81,32,GLASS,3GCRKP,Lower-middle-income
57,2019,0.4,78,GLASS,3GCREC,Lower-middle-income
57,2020,0.61,74,GLASS,3GCREC,Lower-middle-income
57,2020,0.65,31,GLASS,3GCRKP,Lower-middle-income
58,2001,0,64,EARS-Net,CREC,Low-income
58,2001,0,65,EARS-Net,3GCREC,Low-income
58,2002,0,74,EARS-Net,CREC,High-income
58,2002,0.027027027,74,EARS-Net,3GCREC,High-income
58,2003,0,87,EARS-Net,CREC,High-income
58,2003,0.021978022,91,EARS-Net,3GCREC,High-income
58,2004,0,90,EARS-Net,CREC,High-income
58,2004,0.043956044,91,EARS-Net,3GCREC,High-income
58,2005,0,85,EARS-Net,CREC,High-income
58,2005,0.011764706,85,EARS-Net,3GCREC,High-income
58,2005,0.177777778,45,EARS-Net,CRPA,High-income
58,2006,0,94,EARS-Net,CREC,High-income
58,2006,0.042553191,94,EARS-Net,3GCREC,High-income
58,2006,0,32,EARS-Net,CRKP,High-income
58,2006,0.0625,32,EARS-Net,3GCRKP,High-income
58,2006,0.2,50,EARS-Net,CRPA,High-income
58,2007,0,117,EARS-Net,CREC,High-income
58,2007,0.128205128,117,EARS-Net,3GCREC,High-income
58,2007,0.111111111,36,EARS-Net,CRPA,High-income
58,2008,0,124,EARS-Net,CREC,High-income
58,2008,0.209677419,124,EARS-Net,3GCREC,High-income
58,2008,0,36,EARS-Net,CRKP,High-income
58,2008,0,36,EARS-Net,3GCRKP,High-income
58,2008,0.3,30,EARS-Net,CRPA,High-income
58,2009,0.012658228,158,EARS-Net,CREC,High-income
58,2009,0.14556962,158,EARS-Net,3GCREC,High-income
58,2009,0,38,EARS-Net,CRKP,High-income
58,2009,0,38,EARS-Net,3GCRKP,High-income
58,2009,0.206896552,58,EARS-Net,CRPA,High-income
58,2010,0,192,EARS-Net,CREC,High-income
58,2010,0.15625,192,EARS-Net,3GCREC,High-income
58,2010,0,57,EARS-Net,CRKP,High-income
58,2010,0.122807018,57,EARS-Net,3GCRKP,High-income
58,2010,0.238095238,42,EARS-Net,CRPA,High-income
58,2011,0,219,EARS-Net,CREC,High-income
58,2011,0.127853881,219,EARS-Net,3GCREC,High-income
58,2011,0.038461538,52,EARS-Net,CRKP,High-income
58,2011,0.134615385,52,EARS-Net,3GCRKP,High-income
58,2011,0.238095238,42,EARS-Net,CRPA,High-income
58,2012,0,209,EARS-Net,CREC,High-income
58,2012,0.129186603,209,EARS-Net,3GCREC,High-income
58,2012,0.035714286,56,EARS-Net,CRKP,High-income
58,2012,0.267857143,56,EARS-Net,3GCRKP,High-income
58,2012,0.033333333,30,EARS-Net,CRPA,High-income
58,2013,0,242,EARS-Net,CREC,High-income
58,2013,0.08677686,242,EARS-Net,3GCREC,High-income
58,2013,0.059701493,67,EARS-Net,CRKP,High-income
58,2013,0.28358209,67,EARS-Net,3GCRKP,High-income
58,2014,0,268,EARS-Net,CREC,High-income
58,2014,0.108208955,268,EARS-Net,3GCREC,High-income
58,2014,0.090909091,99,EARS-Net,CRKP,High-income
58,2014,0.282828283,99,EARS-Net,3GCRKP,High-income
58,2014,0.138888889,36,EARS-Net,CRPA,High-income
58,2015,0,238,EARS-Net,CREC,High-income
58,2015,0.117647059,238,EARS-Net,3GCREC,High-income
58,2015,0.045454545,88,EARS-Net,CRKP,High-income
58,2015,0.159090909,88,EARS-Net,3GCRKP,High-income
58,2016,0,328,EARS-Net,CREC,High-income
58,2016,0.146341463,328,EARS-Net,3GCREC,High-income
58,2016,0.058823529,102,EARS-Net,CRKP,High-income
58,2016,0.215686275,102,EARS-Net,3GCRKP,High-income
58,2016,0.125,40,EARS-Net,CRPA,High-income
58,2017,0,314,EARS-Net,CREC,High-income
58,2017,0.156050955,314,EARS-Net,3GCREC,High-income
58,2017,0.102564103,117,EARS-Net,CRKP,High-income
58,2017,0.35042735,117,EARS-Net,3GCRKP,High-income
58,2017,0.108108108,37,EARS-Net,CRPA,High-income
58,2018,0,332,EARS-Net,CREC,High-income
58,2018,0.153614458,332,EARS-Net,3GCREC,High-income
58,2018,0.154411765,136,EARS-Net,CRKP,High-income
58,2018,0.532846715,137,EARS-Net,3GCRKP,High-income
58,2019,0,332,EARS-Net,CREC,High-income
58,2019,0.174698795,332,EARS-Net,3GCREC,High-income
58,2019,0.07751938,129,EARS-Net,CRKP,High-income
58,2019,0.372093023,129,EARS-Net,3GCRKP,High-income
58,2019,0.076923077,39,EARS-Net,CRPA,High-income
58,2020,0,277,EARS-Net,CREC,High-income
58,2020,0.122743682,277,EARS-Net,3GCREC,High-income
58,2020,0.075757576,132,EARS-Net,CRKP,High-income
58,2020,0.386363636,132,EARS-Net,3GCRKP,High-income
58,2020,0.081632653,49,EARS-Net,CRPA,High-income
58,2021,0,299,EARS-Net,CREC,High-income
58,2021,0.137123746,299,EARS-Net,3GCREC,High-income
58,2021,0.066666667,135,EARS-Net,CRKP,High-income
58,2021,0.288888889,135,EARS-Net,3GCRKP,High-income
58,2021,0.114285714,35,EARS-Net,CRPA,High-income
58,2022,0,326,EARS-Net,CREC,High-income
58,2022,0.113496933,326,EARS-Net,3GCREC,High-income
58,2022,0.05,120,EARS-Net,CRKP,High-income
58,2022,0.275,120,EARS-Net,3GCRKP,High-income
58,2022,0.106382979,47,EARS-Net,CRPA,High-income
59,2020,0.67,288,GLASS,CRAB,Low-income
59,2020,0.03,367,GLASS,CREC,Low-income
59,2020,0.49,368,GLASS,3GCREC,Low-income
59,2020,0.37,364,GLASS,CRKP,Low-income
59,2020,0.72,364,GLASS,3GCRKP,Low-income
60,2005,0.4,35,Others,3GCREC,Low-income
60,2005,0.07,43,Others,CRKP,Low-income
60,2005,0.53,55,Others,3GCRKP,Low-income
60,2006,0.02,49,Others,CREC,Low-income
60,2006,0.35,48,Others,3GCREC,Low-income
60,2006,0.08,40,Others,CRKP,Low-income
60,2006,0.38,40,Others,3GCRKP,Low-income
60,2006,0.32,41,Others,CRPA,Low-income
60,2007,0.3,40,Others,CRAB,Low-income
60,2007,0.02,43,Others,CREC,Low-income
60,2007,0.47,43,Others,3GCREC,Low-income
60,2007,0,38,Others,CRKP,Low-income
60,2007,0.29,38,Others,3GCRKP,Low-income
60,2007,0.31,45,Others,CRPA,Low-income
60,2008,0.6,62,Others,CRAB,Low-income
60,2008,0.02,53,Others,CREC,Low-income
60,2008,0.53,53,Others,3GCREC,Low-income
60,2008,0,42,Others,CRKP,Low-income
60,2008,0.34,41,Others,3GCRKP,Low-income
60,2008,0.19,36,Others,CRPA,Low-income
60,2009,0.78,51,Others,CRAB,Low-income
60,2009,0.07,45,Others,CREC,Low-income
60,2009,0.67,45,Others,3GCREC,Low-income
60,2009,0.23,31,Others,CRPA,Low-income
60,2010,0.94,63,Others,CRAB,Low-income
60,2010,0,72,Others,CREC,Low-income
60,2010,0.46,71,Others,3GCREC,Low-income
60,2010,0.02,51,Others,CRKP,Low-income
60,2010,0.24,51,Others,3GCRKP,Low-income
60,2010,0.24,37,Others,CRPA,Low-income
60,2011,0.85,73,Others,CRAB,Low-income
60,2011,0,65,Others,CREC,Low-income
60,2011,0.63,65,Others,3GCREC,Low-income
60,2011,0,31,Others,CRKP,Low-income
60,2011,0.41,32,Others,3GCRKP,Low-income
60,2011,0.33,45,Others,CRPA,Low-income
60,2012,0.88,99,Others,CRAB,Low-income
60,2012,0.02,64,Others,CREC,Low-income
60,2012,0.62,50,Others,3GCREC,Low-income
60,2012,0.04,57,Others,CRKP,Low-income
60,2012,0.58,50,Others,CRPA,Low-income
60,2013,0.88,90,Others,CRAB,Low-income
60,2013,0.05,73,Others,CREC,Low-income
60,2013,0.01,68,Others,CRKP,Low-income
60,2013,0.25,57,Others,CRPA,Low-income
60,2014,0.97,34,Others,CRAB,Low-income
60,2014,0.02,44,Others,CREC,Low-income
60,2014,0.71,41,Others,3GCREC,Low-income
60,2014,0.08,60,Others,CRKP,Low-income
60,2014,0.42,43,Others,3GCRKP,Low-income
60,2014,0.3,56,Others,CRPA,Low-income
60,2015,0.02,64,Others,CREC,Low-income
60,2015,0.58,64,Others,3GCREC,Low-income
60,2015,0.14,94,Others,CRKP,Low-income
60,2015,0.53,95,Others,3GCRKP,Low-income
60,2015,0.35,57,Others,CRPA,Low-income
61,2019,0.47,36,GLASS,CRKP,Upper-middle-income
61,2019,0.81,37,GLASS,3GCRKP,Upper-middle-income
61,2020,0.93,57,GLASS,CRAB,Low-income
61,2020,0.48,77,GLASS,CRKP,Low-income
61,2020,0.95,76,GLASS,3GCRKP,Low-income
62,2019,0.97,32,CAESAR,CRAB,Low-income
63,2018,0.19,52,GLASS,CREC,Upper-middle-income
63,2018,0.85,39,GLASS,3GCREC,Upper-middle-income
63,2019,0.32,119,GLASS,CRAB,Upper-middle-income
63,2019,0.2,300,GLASS,CREC,Upper-middle-income
63,2019,0.72,273,GLASS,3GCREC,Upper-middle-income
63,2019,0.22,119,GLASS,CRKP,Upper-middle-income
63,2019,0.67,105,GLASS,3GCRKP,Upper-middle-income
63,2020,0.48,95,GLASS,CRAB,Upper-middle-income
63,2020,0.16,228,GLASS,CREC,Upper-middle-income
63,2020,0.73,194,GLASS,3GCREC,Upper-middle-income
63,2020,0.23,116,GLASS,CRKP,Upper-middle-income
63,2020,0.5,109,GLASS,3GCRKP,Upper-middle-income
64,2018,0.33,73,GLASS,CRAB,Lower-middle-income
64,2018,0.15,47,GLASS,CREC,Lower-middle-income
64,2018,0.67,61,GLASS,3GCREC,Lower-middle-income
64,2018,0.27,55,GLASS,CRKP,Lower-middle-income
64,2018,0.76,58,GLASS,3GCRKP,Lower-middle-income
64,2019,0.27,339,GLASS,CRAB,Upper-middle-income
64,2019,0.05,209,GLASS,CREC,Upper-middle-income
64,2019,0.73,156,GLASS,3GCREC,Upper-middle-income
64,2019,0.23,260,GLASS,CRKP,Upper-middle-income
64,2019,0.91,229,GLASS,3GCRKP,Upper-middle-income
64,2020,0.49,137,GLASS,CRAB,Upper-middle-income
64,2020,0.06,159,GLASS,CREC,Upper-middle-income
64,2020,0.64,130,GLASS,3GCREC,Upper-middle-income
64,2020,0.16,401,GLASS,CRKP,Upper-middle-income
64,2020,0.8,142,GLASS,3GCRKP,Upper-middle-income
65,2000,0.002890173,692,EARS-Net,CREC,High-income
65,2000,0.001023541,977,EARS-Net,3GCREC,High-income
65,2001,0.001071811,933,EARS-Net,CREC,High-income
65,2001,0.005532503,1446,EARS-Net,3GCREC,High-income
65,2002,0,1576,EARS-Net,CREC,High-income
65,2002,0.01003009,1994,EARS-Net,3GCREC,High-income
65,2003,0,1501,EARS-Net,CREC,High-income
65,2003,0.014594595,1850,EARS-Net,3GCREC,High-income
65,2004,0.002553191,1175,EARS-Net,CREC,High-income
65,2004,0.014285714,1610,EARS-Net,3GCREC,High-income
65,2005,0.000716846,1395,EARS-Net,CREC,High-income
65,2005,0.024802111,1895,EARS-Net,3GCREC,High-income
65,2005,0,230,EARS-Net,CRKP,High-income
65,2005,0.0390625,256,EARS-Net,3GCRKP,High-income
65,2005,0.048128342,187,EARS-Net,CRPA,High-income
65,2006,0.000473037,2114,EARS-Net,CREC,High-income
65,2006,0.032842582,2649,EARS-Net,3GCREC,High-income
65,2006,0.003039514,329,EARS-Net,CRKP,High-income
65,2006,0.035264484,397,EARS-Net,3GCRKP,High-income
65,2006,0.020618557,291,EARS-Net,CRPA,High-income
65,2007,0.000535906,1866,EARS-Net,CREC,High-income
65,2007,0.042812255,2546,EARS-Net,3GCREC,High-income
65,2007,0,336,EARS-Net,CRKP,High-income
65,2007,0.068720379,422,EARS-Net,3GCRKP,High-income
65,2007,0.023489933,298,EARS-Net,CRPA,High-income
65,2008,0.000450857,2218,EARS-Net,CREC,High-income
65,2008,0.046214789,2272,EARS-Net,3GCREC,High-income
65,2008,0,420,EARS-Net,CRKP,High-income
65,2008,0.075757576,462,EARS-Net,3GCRKP,High-income
65,2008,0.063768116,345,EARS-Net,CRPA,High-income
65,2009,0,2362,EARS-Net,CREC,High-income
65,2009,0.042652027,2368,EARS-Net,3GCREC,High-income
65,2009,0,398,EARS-Net,CRKP,High-income
65,2009,0.055,400,EARS-Net,3GCRKP,High-income
65,2009,0.02991453,234,EARS-Net,CRPA,High-income
65,2010,0.000821693,4868,EARS-Net,CREC,High-income
65,2010,0.049271197,4871,EARS-Net,3GCREC,High-income
65,2010,0.002242152,892,EARS-Net,CRKP,High-income
65,2010,0.071748879,892,EARS-Net,3GCRKP,High-income
65,2010,0.038535645,519,EARS-Net,CRPA,High-income
65,2011,0.001290323,5425,EARS-Net,CREC,High-income
65,2011,0.058379374,5430,EARS-Net,3GCREC,High-income
65,2011,0.002301496,869,EARS-Net,CRKP,High-income
65,2011,0.06805075,867,EARS-Net,3GCRKP,High-income
65,2011,0.041044776,536,EARS-Net,CRPA,High-income
